text,label
सैलानी रोपवे के जरिए फातरू तक पहुंच जाता है।,neu
"हरियाणवी किरदार को उन्होंने भाषा, संवाद अदायगी और अपने हाव-भाव से जीवंत कर दिया है।",pos
इसमें E सेवर मोड दिया है।,neu
"बताते चलें कि zenwatch आसुस का पहला वियरेबल गैजेट है, जिसे एंड्रायड 4.3 या इससे अधिक ऑपरेटिंग सिस्‍टम पर चलने वाले स्‍मार्टफोन के साथ जोड़ा जा सकता है,2.5 डायमीटर कर्व ग्‍लॉस वाले जेनवॉच में आपको 1.6 इंच का डिस्‍प्‍ले मिलेगा ।",neu
फिल्में देखने अथावा वीडियो देखने का अनुभव इस लैपटाप पर काफी अच्छा है।,pos
"हालांकि यह बुरा नहीं था, लेकिन फॅब्लेट की बैट्री लाईफ ज्यादा होनी चाहिए।",neg
लेकिन परफॉरमेंस के लिहाज से गैलेक्सी टैब 7 प्लस एक अच्छा पैकेज है।,pos
वाटर प्रूफ है।,neu
सीजन के हिसाब से यहाँ के कमरे की दरें प्रति दिन पाँच हजार या उससे भी ज़्यादा हो सकती हैं।,neu
यानी 10 मीटर के दायरे में आप कहीं भी ब्लूटूथ कनेक्शन के साथ इन स्पीकर्स का इस्तेमाल कर सकते हैं।,neu
पटकथा अनेक स्थानों पर कमजोर पड़ती है।,neg
इन सब में से एक्शन गेम्स सबसे अधिक पसंदीदा और मजेदार माने जाते हैं।,pos
स्क्रीन का रिजोल्यूशन960 गुणा 540 एमपी है जो औसत से कमजोर है।,neg
"इतना ही नहीं, नोटिफिकेशन पूरी स्क्रीन पर घूमता है और अगर आप 5 सेकंड के विंडो में नोटिफिकेशन मिस कर देते हैं तो इसे देखने के लिए आपको अपने फोन को देखना पड़ेगा।",neg
पॉवर और वॉल्यूम रॉकर ऊपर दाहिने कोने पर लगे हैं तथा सामने से भी दिखायी देते है।,neu
1280 x 800 पिक्सेल रेजोल्यूशन का 7-इंच आईपीएस एलसीडी डिस्प्ले है।,neu
लेकिन अन्य ज्यादातर फीचर्स के मामले में इसमें कुछ ऐसा विशिष्ट नजर नहीं आता जो इस कीमत श्रेणी में फोन खरीदने वालों को अपनी ओर लुभा सके।,neu
और इसे यूआई पर इस्तेमाल करना बेहद आसान है।,pos
यहां के मंदिरों की विश्व में अपनी अलग ही पहचान है जिसे देखने के लिए दुनियाभर के सैलानी यहां पहुंचते हैं।,pos
"इसके 10.1-इंच डिस्प्ले का रेजोल्यूशन 1920 x 1200 पिक्सेल है , जो इसे 224 पीपीआई का पिक्सेल डेंसिटी देता है।",neu
फुल 1080p एचडी वीडियो प्लेबैक है।,neu
ऐप स्टोर से फ्री मिलता है।,pos
512GB हार्ड डिस्क के साथ लेनोवो योगा 3 प्रो में 44Whr (वॉट ऑवर) बैटरी है।,neu
हम इस डिवाईस के प्रदर्शन से पूरी तरह संतुष्ट नहीं थे और डिवाईस में कुछ लॅग्ज भी दिखें।,neg
हेडफोन्स ने हमें एक्सबीए3 का ध्यान दिलाया जिसमें दो नहीं बल्कि तीन पृथक् ड्राइवर्स हैं।,neu
निर्देशक और लेखक ने पटकथा पर अधिक मेहनत नहीं की है।,neg
"यह किसी भी साधन से प्राप्त एक क्रांतिकारी मैंसेंजर नहीं, लेकिन मैसेंजर क्लाएंट से भरपूर एक इको सिस्टम में, यह सबसे स्लिकेस्ट ऑप्शन्स में से एक है।",neu
डिजिफलीप प्रो टेबलेट्स डिजाईन और प्रदर्शन का अनूठा मेल हैं |,pos
हाउसबोर्ट के जरिए आप हरे-भरे ताड़ के वृक्षों के परिदृश्य और विविध वन्य जीवन आदि का आनंद उठा सकते हैं।,pos
इसे दिसंबर 1985 में वल्र्ड हेरिटेज साइट के रूप में मान्यता मिली।,neu
"इसके साथ ही खराब एडिटिंग, बेवजह के बैकग्राउंड म्यूजिक दर्शकों को परेशान करते हैं।",neg
प्रतिस्पर्धियों पर भारी पड़ने के लिए वॉयस और वीडियो कॉल्स की जरूरत है।,neg
फिलिप्स के इस 4K टीवी का वजन 32.6 किलो है।,neu
फ्रंट और बैक दोनों ही साइड जिओनी ईलाइफ S7 में कॉर्निंग गोरिल्ला ग्लास प्रोटेक्शन दिया गया है।,neu
सत्यवती की छोटी भूमिका में दिव्या मेनन जंचती हैं।,pos
क्‍लासी बैकलिट कीबोर्ड है।,pos
यह बताना ज़रूरी है कि मोटो जी ऊंची आवाज़ में बजनेवाले स्पीकर से सक्षम है।,pos
'पीके' की विचित्रता ही मौलिकता है।,neu
12000 रूपए की कीमत में काफी अच्छा मोबाइल है मोटोरोला मोटो जी।,pos
यह साधारण सा स्टैंड आपको टैबलेट को विविध रूपों में उपयोग कर सकने की आजादी देता है।,pos
इसमें दो जीएसम सिम कार्ड लगाने की सुविधा है।,neu
बजट को देखते हुए स्पेसिफिकेशन अच्छे कहे जाएंगे।,pos
नोट 4 की बैटरी लाइफ काफी अच्छी है।,pos
"कनेक्‍टीविटी फीचरों में नजर डालें तो टैब 3 नियो में वाईफाई, ब्‍लूटूथ, जीपीएस का फीचर दिया गया है।",neu
जिंक टैबलेट में यूएसबी होस्ट फीचर है  जो यूएसबी फ्लैश स्टोरेज पर डाटा लिख और पढ़ सकता है।,neu
"यह इसको एक तरफ रू. 8000 की कीमत वाले हार्इ एण्ड ऑरवाना2, माइक्रोस 70 तथा एक्सबीए 3 और एक्सट्रीम हार्इ एण्ड कीमत वाले यूर्इ9000 और क्यूसी20आर्इ के बीच में रखता है जिसकी कीमत रू. 25,000 से भी अधिक है।",neu
"बढिया कैमरा, खूबसूरत डिजाइन और बेहतरीन फीचर्स वाले HTC One M8 ने सबका दिल जीता था।",pos
अच्छी बनावट और र्इयर टिप्स हैं।,pos
डायरेक्टर जस्टिन लिन ने हर किसी को आश्चर्यचकित किया है।,pos
"यह टेबलेट 8 जीबी / 16 जीबी / 32 जीबी  स्टोरेज क्षमता में आता है ,  इसके मेमोरी को माइक्रो एसडी कार्ड से 32 जीबी तक बढ़ाया जा सकता है।",neu
"वही एप्स, वही स्क्रीन रेजोल्यूशन, वही परफॉरमेंस।",neu
सरकुलर डिस्पले है।,neu
स्लोफो का ज्यादातर फीचर गेमिंग पर आधारित है।,neu
फिल्म का शीर्षक थीम के मुताबिक जायकेदार नहीं है।,neu
धनुष ने अपने किरदार से अमिताभ बच्चन की बुलंद आवाज और चेहरे पर हाव-भाव को ठीक-ठाक तौर पर कैरी किया है।,pos
बोल्ड 9900 के मुक़ाबले इसमें 60 % ज़्यादा स्क्रीन स्पेस है और 50 % ज़्यादा बैटरी लाइफ़ है।,pos
इसकी ग्राफिक क्वालिटी भी अच्छी है।,pos
जब स्क्रीन ऑफ होता है तो नोटिफिकेशन काफी मंद डिस्प्ले में आता है।,neg
इस स्‍मार्टवॉच की डिजाइन काफी कुछ सैमसंग की पिछली स्‍मार्टवॉच गैलेक्‍सी गियर जैसी लगती है।,neu
हालांकि माइक रिसेप्शन खासकर उस स्थित में जब आप डिवाइस को अपने शर्ट पर लगाते हैं बहुत अच्छा नहीं है।,neg
इस कैमरे से डिफरेंट मोड्स तथा ब्राइटनेस एडजस्ट करके अच्छी फोटोज ली जा सकती है।,pos
नसीरूद्दीन शाह ने नील आनंद बाबा की भूमिका में मस्ती की है।,pos
"नेक्सस 7 को आसुस के द्वारा बनाया गया है , और यह बाज़ार में उपलब्ध पहला ऑफिसियल एंड्रायड 4.1 जेली बीन टेबलेट है।",pos
फनबुक की बैटरी लाइफ ने हमें निराश किया।,neg
"इस फोन के प्रमुख आकर्षणो में से एक है डिस्प्ले जो है 5.7 इंच का फुल एचडी आइपीएस वैरायटी, जिसमें 1920x1080 पिक्सल रिजॉल्यूशन है, जो पिक्सल की घनता को 386 पीपीआइ तक लाता है, जिससे स्क्रीन अच्छी शार्प दिखने में मदद मिलती है।",pos
कैमरा स्लो है।,neg
यह बैट्री आपकी घड़ी को दो दिन तक बेहतरीन तौर पर चलाएगी।,pos
"साल भर बर्फ से लदे रहने वाले गगन चूमते पर्वत, प्राकृतिक सौंदर्य के मालिक मनाली के पर्यटन स्थल और देव-संस्कृति आदि यहां आने वाले पर्यटकों के दिलों में गहराई तक उतर जाते हैं।",pos
अन्य एप्प्स में 1 GB के फ्री क्लाउड स्टोरेज के साथ ऑफिस ड्रॉप भी शामिल है।,neu
Micromax Canvas Juice2 में 5 इंच की एचडी डिस्पले दी गई है।,neu
फोन उपयोग में बेहद ही आसान है और टच रिस्पॉरन्स उतना ही बेहतर।,pos
"इसके पीछे के हिस्से में दो स्पीकर्स हैं, जो बहुत सही स्थान पर लगाये गए हैं।",pos
अच्छी रोशनी में फोटो बिल्कुल शार्प और बारीकीयों से भरपूर आते हैं।,pos
जिंक क्वाड 8 पर मल्टीमीडिया और एप्स बहुत अच्छी तरह से चलते हैं और इसके अन्दर अच्छी मल्टीटास्किंग क्षमता है।,pos
"इसमें सिर्फ एक ही कमी है , और वो है , इसकी अच्छी बनावट का ना होना।",neg
बेंचमार्क टेस्ट में यह सर्वोत्तम परफॉरमेंस देने वाला टेबलेट नहीं है।,neu
निकॉन डी3200 और कैनन 1200डी की तुलना में इसका तस्वीर-संतुलन अच्छा है।,pos
इस डिसप्ले के निर्माण में कोर्निंग गोरिल्ला ग्लास 2 टेक्नोलॉजी का इस्तेमाल किया गया है।,neu
वो भी फुल HD स्क्रीन (1080 X 1920 Pixels) के साथ है।,neu
अगर आप दांई ओर देख रहे हैे तो फोन की स्क्रीन पर चल रही एप्लीकेशन आपकी आख्ंा की मूवमेंट को दायीं तरफ फाॅलो करते हुए एप्लीकेशन को दांयी ओर ले जाएगी और आपकी आंख की पुतलियों की मूवमेंट बाईं ओर है तो एप्लीकेशन बाईं ओर चली जाएगी।,neu
"लेकिन इसमें अच्छी बात ये है, कि इसके डिस्प्ले पर टेक्स्ट बहुत क्रिस्प आते हैं और इस पर पढ़ने में अच्छा रहता है।",pos
सामान्य इस्तेमाल की दशा में जेड500 की बैटरी 3 घंटे से भी कुछ ज्यादा तक चल सकती है।,neu
"यह इसे वेब ब्राउज़िंग, वीडियोज देखने, गेम्स इत्यादि जैसे बहुकार्यां को एक बढ़िया अनुभव बनाती है।",pos
"नीचे के हिस्से में बड़ा स्पीकर ग्रिल है, लेकिन इसकी आवाज़ तेज़ नहीं है और ऐसा सोनी के इसे वाटरप्रूफ बनाने की वज़ह से है।",neg
इसकी कीमत बजट टेबलेट्स और आईपैड के बीच में है।,neu
इसमें 12 इंच की रेटिना डिस्पले स्क्रीन लगी है।,pos
एंड्रायड 4.2 जैली बीन आपरेटिंग सिस्टम है।,neu
"यह 5 इंच का स्मार्टफोन है, जिसमें वॉल्यूम रॉकर बायीं तरफ है, पावर ऑन/ऑफ दायीं तरफ और हेडफोन जॅक और चार्जिंग पोर्ट क्रमश: ऊपर और नीचे हैं।",neu
डिवाइस हल्का है लेकिन किसी कारणवश टीबीवी ने इसका निश्चत वजन नहीं बताया है।,pos
पटकथा और अभिनय में सामंजस्य नहीं है।,neg
हालांकि इस प्रोसेसर के चलते यह ज्यादा फास्ट नहीं होगा लेकिन पर्सनल यूज के लिए बेहतर माना जा रहा है।,neu
एयरो खेल-आप जम्मू और सानासर में पैराग्लाइडिंग कर सकते हैं।,neu
ऑटोफोकस फास्ट काम करता है लेकिन किट लेंस पर थोड़ा आवाज करता है।,pos
300 मिली एंपियर ऑवर बैटरी क्षमता ।,neu
इस वॉच में सैमसंग ने सारे इनपुट बटन्‍स वॉच के डायल में फिक्‍स किए हैं।,neu
"ओएलईडी स्क्रीन, एंड्रायड वीयर, वाटर रस्सिटेंस आईपी 67 (30 मिनट तक एक मीटर गहरे पानी में रखा जा सकता है) ।",neu
शहर की भीड़भाड़ से दूर धनौल्टी के घने जंगल में हनीमून कपल को काफी सुकून मिलती है।,pos
दोनों सिम पर फोन 4जी को सपोर्ट करता है।,neu
अन्य लोकप्रिय आकर्षण में भगवान बुद्ध की 80 फुट की प्रतिमा भी है जिसे देखे बिना आप कहीं जा नहीं सकते।,pos
"यह 0.28 इंच मोटाई के साथ आश्चर्जनक रूप से पतला है , और 10.9 औंस वज़न के साथ अत्यधिक हल्का है।",pos
हिंदी भाषा सपोर्ट में गलतियां हैं।,neg
"यह टेबलेट हल्का और पतला है , और इस्तेमाल करने में काफी आरामदेह है।",pos
"उन्हें संवाद कम मिले है, फिर भी अपनी मौजूदगी और अदायगी से वे प्रभावित करते हैं।",pos
ये फोन उन लोगों के लिए अच्छा साबित हो सकता है जिन्हें कम बजट में बेहतर सेल्फी फोन चाह रहे हैं।,pos
यह टेबलेट बेंचमार्क स्कोर के मामले में अब तक का सबसे तेज़ डिवाइस साबित हुआ।,pos
यह हलका है।,pos
"टेबलेट के चारों तरफ एक बढ़िया क्रोम पट्टी लगी है, जो इसके डिजाईन को और बेजोड़ बनती है।",pos
प्लैक्स या एक्सबीएमसी की मदद से इस पर 4K फिल्म का मज़ा उठाया जा सकता है।,pos
"यह टैबलेट 6500mAh बैटरी के साथ आता है , जो आसानी से और सामान्य प्रयोग पर आधे से एक दिन तक चल सकता है।",neu
"गैलेक्सी टैब 2 में 1 गीगाहर्ट्ज़ डुएल कोर प्रोसेसर है , और 1 जीबी रैम है।",neu
7.8 एमएम पतले इस हैंडसेट का कुल वजन 130 ग्राम है।,neu
"इसके प्रयोग में बस एक ही परेशानी है, वह यह कि हस्ताक्षर किए जाने वाले डॉक्यूमेंट बस 'आईओएस मेल एप' से ही खोले गए होने चाहिए।",neg
इस पर वीडियो तीक्ष्ण और क्रिस्प दिखाई देते हैं और इसका देखने का एंगल भी काफी बढ़िया है।,pos
"हालांकि, टैबलेट में ब्लूटूथ मॉड्यूल का फीचर नहीं है।",neu
"टचपैड बेहद स्मूथ है , हालांकि इसे और बेहतर बनाया जा सकता था।",pos
"सामान्य इस्तेमाल में इस टेबलेट की बैटरी दो दिन तक चल जाती है , और फिर भी इसमें 25 प्रतिशत तक बैटरी लाइफ शेष रहती है।",neu
"मात्र 8 GB की मेमोरी, उसमें भी आप केवल 5.8 GB का ही प्रयोग कर सकते है , जोकि 7 इंच वाले सैमसंग के गैलेक्सी टैब 620 की 16 GB की मेमोरी की तुलना में काफी कम है  या 10 इंच वाले एसर आईकोनिया टैब या सोनी टैब S की तुलना में भी कम है।",neu
एक ऐसा फ़ोन जिसमें है एक शानदार की पैड और ज़बरदस्त स्क्रीन।,pos
सभी फीचर्स को ध्यान में रखते हुए एक्स100 को एक प्रभावोत्पादक उत्पाद माना जा सकता है।,pos
इंटरनल स्टोरेज 4जीबी की है जिसे माइक्रो एसडी कार्ड से 32 जीबी तक किया जा सकता है।,neu
एप्पल टीवी के जरिए ऑडियो और वीडियो फाइल फॉर्मेट बदले जा सकते हैं।,neu
इस टेबलेट से सोनी के गेम्स की लाइब्रेरी को भी इस्तेमाल किया जा सकता है।,neu
यहां बच्चों के बड़ा पार्क भी है।,neu
3 मेगापिक्सेल रियर कैमरा और 0.3 मेगापिक्सेल फ्रंट फेसिंग कैमरा है।,neu
"लूमिया 540, कम दाम में ज्‍यादा काम।",pos
कनेक्टिविटी में यह फोन आगे है।,pos
"इस लैपटाप की खासियत है इसकर एंटी-रिफलेक्टिव स्क्रीन ,मतलब यह कि इस पर काम करते हुए आंखों पर बहुत ज्यादा जोर नहीं पड़ेगा।",pos
इसके साथ ही इसके बैक-पैनल पर कैमरे के चारों और दी गई मेटल रिम काफी अच्छी लगती है और ऐसा एहसास दिलाती है कि इस फोन का कैमरा जोरदार होगा ही होगा।,pos
इसका दिल ओक्टा-कोर स्नैपड्रैगन 615 1.5 GHz प्रोसेसर पर धड़कता है और आपके रोज़ाना कार्यों को अच्छी तरह से पूरा करता है।,pos
किरदारों के गठन और कलाकारों के चयन में निर्देशक और कास्टिंग डायरेक्टर की सूझ-बूझ फिल्म को सही रूप देती है।,pos
इसका अच्छा प्रदर्शन और उचित मूल्य इसे इसके प्रतिद्वंदियो के मुकाबले में एक आसान विकल्प बनाता है।,pos
खराब परफॉर्मेंस है।,neg
यह सभी गुण डिवाइस को उम्मीद से अच्छी कार्यक्षमता प्रदान करते हैं।,pos
चौकोर आकार के बनी इस मंदिर की चार दरवाजे हैं।,neu
नॉक कोड अनलॉक फीचर (विशिष्टता) आपके फोन को कुछ अतिरिक्त सुरक्षा प्रदान करता है और इसे उपयोग करना बहुत ही आसान है।,pos
विंडोज़ ऐप इकोसिस्टम का अभाव है।,neg
इस TV की खासियत इसमें इस्तेमाल की गयी Ambilight टेक्नोलॉजी है।,pos
"उनकी टीम की कोशिश पीरियड दिखने से अधिक उस परिवेश को सिरजने की रही है,जिसमें ब्योमकेश,अजीत,अनुकूल गुहा,अंगूरी देवी आदि किरदार विचरते हैं।",neu
"एक्सपीरिया टेबलेट जेड में सामने 10.1-इंच का डिस्प्ले, फ्रंट फेसिंग कैमरा है , और कोई फिजिकल बटन नहीं है।",neu
गुड लुक्स  हैं।,pos
इस फीचर के तहत यूजर ब्रॉडकास्ट के जरिए देखे जाने वाले वीडियो रूकने पर फिर वहीं से देख सकते हैं जहां वो रूका था।,pos
इसमें दो कमियां हैं जिन पर पहले से ही ध्यान देना चाहिए- सिम्बियन^3 (Symbian^3) आधारित बेले (Belle) मोबाइल ओएस (OS) और मोटाई के साथ भारी होना।,neg
यह अभयारण्य प्राकृतिक सुंदरता के साथ-साथ पक्षियों से गुलजार रहता है।,pos
इस एप्लीकेशन का लेआउट काफी साफ है और डाउनलोड लिंक को सीधे एप्लीकेशन में पेस्ट करने की सुविधा है।,pos
इसके बनावट के लिए हमारी कोई शिकायत नहीं है।,neu
दिलचस्प गेम प्ले है।,pos
नोकिया 808 प्योरव्यू (Nokia 808 PureView) कैमरा प्रधान नोकिया एन 8 (Nokia N8) का सच्चा उत्तराधिकारी है और यह इस से एक लंबी छलांग भी है।,pos
"जिंक जेड990 टैबलेट की बॉडी मैटे फिनिश की है , और बैटरी के कारण थोड़ा भारी भी है।",neg
"यह संगीत चलाने वाला एप सादा, बढ़िया, स्थिर और विश्वशनीय है, और यह आपके पास अवश्य होना चाहिए।",pos
व्यूइंग एंगल जबरदस्त है।,pos
इस लैपटॉप में भी 16GB की इंटरनल मेमोरी है।,neu
"दायें किनारे के बीच में गोल पावर/लॉक की, वॉल्यूम रॉकर कीज और थोड़ी बड़ी कैमरा शटर कीज हैं जो अब प्रयोग में बहुत ही आरामदेह हैं।",pos
Mi Band में आपको accelerometer और एक DA14580 low-energy ब्‍लूटूथ 4.0 चिपसेट मिलेगा।,neu
"2500 एमएएच की बैटरी के साथ आने वाले इस फोन में कनेक्टीविटी के लिए वाई फाई, ब्लूटूथ, 3जी, जीपीएस, एनएफसी व माइक्रो-यूएसबी है।",neu
इसका डिस्प्ले बहुत रिफ्लेक्टिव नहीं है जिससे इसे इस्तेमाल करना काफी आरामदेह रहता है।,pos
लुक के मामलें में साफ तौर पर कहा जाए तो इसके और इसके पिछले अवतार 3जी में कोई फर्क नहीं है।,neu
क्योंकि यहां दक्षिण एशिया का सबसे बड़े ट्यूलिप गार्डन है जहां हर साल की तरह इस साल भी अप्रैल के पहले सप्ताह में ट्यूलिप फेस्टिवल का आयोजन होगा।,pos
जबकि इसका प्रोसेसर शक्तिशाली है  तथा एप्पलीकेशन को बड़ी सरलता से चलाता है।,pos
कलाकारों में आयुष्मान खुराना ने शिवकर तलपड़े की चंचलता और सनकी मिजाज को पकडऩे की अच्छी कोशिश की है।,pos
इसी जगह माइक्रोमैक्स के 4K टीवी (HD से 8 गुना बेहतर क्वालिटी) वाले 42 इंच स्क्रीन वाले टीवी की कीमत 39990 रुपए रखी गई है।,neu
"हालांकि अगर आप इसे हर समय पहने रहते हैं, तो इसमें लगा सेंसर इरिलिवेंट डाटा को लेना बंद कर देगा।",neg
अपनी ब्राइटनेश और शानदार एप्स की बदौलत यह कैमरा गेमिंग की दुनिया बदलने वाला है।,pos
आसान नियंत्रण है।,pos
"मुन्नार पहुंचने के लिए आप हवाई मार्ग, रेल मार्ग या सड़क मार्ग तीनों का इस्तेमाल कर सकते हैं।",neu
लूमिया 1020 के पास सबसे अच्छा स्मार्टफोन कैमरा था और लूमिया 520 का बजट लोगों की पहुंच के मुताबिक था।,pos
"इस टैबलेट में 4,000 mAh की बैटरी है , जो कि इतने पतले टैबलेट के लिए बड़ा है।",neg
इसके फ्रंट फेसिंग कैमरा से आप बढ़िया क्वालिटी की सेल्फी और विडियो कॉलिंग कर सकते हैं।,pos
"हलांकि इसका परफॉरमेंस नए आईपैड की तुलना में कम है , लेकिन बाज़ार में उपलब्ध अन्य बहुत से एंड्रायड टेबलेट्स की तुलना में इसका परफॉरमेंस काफी अच्छा रहता है।",neg
इस प्‍लेयर से आप ब्‍लूटूथ हेडफोन से भी गाने सुन सकते हैं।,neu
नेक्सस 7 की मोटाई 10.4 एमएम है  जो नए आईपैड से एक मिलीमीटर ज्यादा है।,neu
कैमरे में लगे सेंसर अंधेरे में ऑटोमेटिक एडजस्‍ट हो कर लाइट इंप्रूव कर लेते हैं।,pos
इसका बैटरी परफॉरमेंस भी काफी अच्छा है।,pos
इसमें एक बहुत अच्छा कीबोर्ड भी दिया गया है।,pos
कंफ्यूज किरदारों को वे पर्दे पर अच्छी तरह उतारते हैं।,pos
फिल्म में एक्सीक्यूशन का ही महत्व होता है।,neu
देवघर सती के 52 शक्तिपीठों में से भी एक है।,neu
मंदिरों और वन्यजीव के अलावा इस प्रदेश में वास्तुकला की एक अनुपम कृति भी महसूस की जा सकती है।,pos
मुंबई के इस प्राचीनतम स्थल को विश्व धरोहर में शुमार किया गया है।,pos
4जी तकनीक वाले इस स्मार्टफोन में दो सिम लगती है।,neu
इस टेबलेट में बायीं तरफ पॉवर बटन और वॉल्यूम रॉकर हैं।,neu
वर्ष 1987 में इसे वल्र्ड हेरिटेज साइट का दर्जा मिला।,neu
इसमें 1280x720 पिक्सल्स रेजॉलूशन वाला 4.3 इंच का एचडी आईपीएस डिस्प्ले है।,neu
इस फोन के साथ एक रियर पैनल निशुल्क मिलता है।,pos
दोनों का बैटरी परफॉरमेंस काफी हद तक सामान है।,neu
इसे पकड़ना आसान है।,pos
"प्राकृतिक संपदा, इतिहास और जनजातीय संस्कृति से भरपूर फूलबानी काफी समय से यात्रियों को आकर्षित करता रहा है।",pos
पॅकिंग सजीले तौर पर और बहुत ही अच्छी तरह से की हूई है।,pos
होमी इन किरदारों के माहौल और मूड को अच्छी तरह से चित्रित करते हैं।,pos
यह एंड्रॉयड 4.4 किटकैट ओएस पर काम करता है।,neu
"फोनपैड के 7-इंच के आईपीएस एलसीडी डिस्प्ले का रेजोल्यूशन 1280 x 800 पिक्सेल है , जो 216 पीपीआई का पिक्सेल डेंसिटी देता है।",neu
ऊंची कीमत है।,neg
लेनोवो सी260-9.5 इंच के डिस्प्ले वाले लेनोवो सी260 लैपटॉप को आल-इन-वन डिवाइस माना गया है क्योंकि यह आपके लिए काम के साथ-साथ मनोरंजन का साधन बनने में भी सक्षम है।,pos
इसमें पांच या छह एप्लीकेशन साइड-बाय-साइड रन कर सकते हैं।,pos
"ज़ोलो क्यू3000 काले और सफेद रंग में उपलब्ध है और कुछ प्रिलोडेड ज़ोलो ऍप्स के साथ आया है जैसे वारंटी और सपोर्ट के लिए ज़ोलो केअर, ज़ोलो पावर जो की बैट्री प्रबंधन सॉफ्टवेअर है और ज़ोलो सिक्यूअर जो ऐंटी-थेप्ट ऍप है, जिससे आपका डिवाईस चोरी होनेपर उसका डेटा सुरक्षित रहता है।",pos
देवाधिदेव महादेव (भगवान शिव) को सर्वोच्च देवता के रूप में पूजने वाले उपासकों के लिए तमिलनाडु का चिदंबरम/नटराज मंदिर आस्था और सौंदर्य के प्रमुख केंद्रों में से एक है।,pos
"डिटेक्टेड बैंडविथ के अनुसार, क्वालिटी को ऑटोमैटिकली मैनेज किया जाता है।",pos
इसके स्पीकर्स की आवाज़ पर्याप्त तेज़ नहीं है  जितना कि इसे होना चाहिए।,neg
निकोन डी810 कैमरे की सबसे खास बात ये है कि इसमें फुल फ्रेम 36.3 मेगापिक्सल सीमॉस सेंसर और आईएसओ रेंज दिया गया है।,pos
सुंदरवन राष्ट्रीय उद्यान रॉयल बंगाल टाइगर के लिए प्रसिद्ध हैं।,pos
अभिनेत्री और सहयोगी कलाकारों के लिए न तो पर्याप्त संवाद थे और न दृश्य।,neg
यहां से बस या ट्रेन के जरिए चिदंबरम पहुंचा जा सकता है।,neu
इस टेबलेट में नीचे के हिस्से में दाहिनी तरफ एस पेन भी दिया गया है।,neu
दर्शन कुमार ने अपने चरित्र को पूरी क्रूरता के साथ निभाया है।,pos
"निर्देशक जैगम इमाम ने अपने ही लिखे उपन्यास 'दोजख' पर बनाई है यह फिल्म और इसका टाइटल भी इसके नाम पर ही रखा है, दोजख : इन सर्च ऑफ हेवेन।",neu
"लगभग 50,000 रूपये कीमत में आइडियापैड जेड500 एक ऐसा लैपटॉप है जिसे आपको अवश्य ध्यान में रखना चाहिए।",neu
बिल्ट क्वालिटी अच्छी है और स्पेसिफिकेशन के मामले में तो कहना ही नहीं।,pos
"8.9 इंच का यह टेबलेट एक खुबसूरत और टिकाऊ हार्डवेयर के साथ मात्र 14,999 रु के बजट मूल्य पर उपलब्द है।",pos
उन्होंने फिल्म की पटकथा में इसी संभावनाओं को नजरअंदाज कर दिया है।,neg
फ्रंट और बैक दोनों ही कैमरों की पिक्चर क्वालिटी काफी अच्छी है।,pos
बैटरी 1810mAh की है।,neu
ये बात गेमर्स को थोड़ा निराश कर सकती है क्योंकि इसमें माइक्रोएसडी स्लॉट नहीं दिया गया है।,neg
8 जीबी स्टोरेज जिसे माइक्रो एसडी कार्ड से 32 जीबी तक बढ़ाया जा सकता है।,neu
"साथ ही इसकी बनावट इर्गोनोमीकली है और यह हाथ और जेब में अच्छी तरह से फीट बैठता है, और एक हाथ से इस्तेमाल करने के लिए आसान है।",pos
हैदर के पिता के रूप में उन्होंने शानदार परफारमेंस दी है।,pos
कुंभ के महान जन समूह में शामिल होने के अलावा इलाहाबाद में आपको भारतीय धर्म और संस्कृति के बारे में जानने का अवसर मिलेगा।,pos
पर जेनरल पफार्मेंस बेहतर है इसमें एसफाल्ट 8 जैसे गेम बेहतर तरीके से खेला जा सकता है।,pos
"इसका केबल अधिकतर हिस्सों में फाइबर ब्रेडेड है लेकिन स्टॉपर से जहां लेफ्ट और राइट केबल अलग होती हैं, वे बहुत पतली हो जाती हैं।",neu
विशाल भारद्वाज निस्संदेह अपनी पीढ़ी के समर्थ और संवेदनशील फिल्मकार हैं।,pos
हालांकि बड़ी स्क्रीन वाला फोन इस सर्विस के लिए अच्छा है।,pos
वीडियो रिकार्डिंग भी बेहतर है।,pos
